tick,gate,pitch_control,energy_control,airflow_control,tension_control,rms,peak,f0_hz,control_vowel_a,control_vowel_i,control_vowel_u,control_vowel_e,control_vowel_o,control_vowel_y,control_consonant_m,control_consonant_n,control_consonant_p,control_consonant_b,control_consonant_t,control_consonant_d,control_consonant_k,control_consonant_g,control_consonant_f,control_consonant_s,control_consonant_sh,control_consonant_h,control_consonant_r,control_consonant_y,control_consonant_w,organ_activity_0,organ_activity_1,organ_activity_2,organ_activity_3,organ_activity_4,organ_activity_5,organ_activity_6,organ_activity_7,organ_activity_8,organ_activity_9,organ_activity_10,organ_activity_11,organ_activity_12,organ_activity_13,organ_activity_14,organ_activity_15,organ_activity_16,organ_activity_17,organ_activity_18,organ_activity_19,organ_activity_20,organ_activity_21,organ_activity_22,organ_activity_23,organ_activity_24,organ_activity_25,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_change_0,spectrum_change_1,spectrum_change_2,spectrum_change_3,spectrum_change_4,spectrum_change_5,spectrum_change_6,spectrum_change_7
187,0.0,0.63,0.0,0.18,0.68,0.03511205816321638,0.07509897649288177,265.97354962125775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186923163474697,0.6368896284175392,0.06508882683473952,0.17999999999999997,0.6799999999999999,0.013126563208143033,0.1558828126494598,4.408208880102104e-21,2.9495543863343564e-16,1.9735614428830643e-11,1.3205197323637891e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028558139260467987,0.01213963498226316,0.00805720023442935,0.0001606864968598282,9.444689728596074e-05,0.00046577132592779265,2.2811837989455634e-05,1.974410443341385e-05,0.0005006396820420467,0.0039270731698013775,0.002931431226914964,0.00015446577324003714,3.5271540705676435e-05,0.000259200147794903,1.4094958416655925e-05,9.314378533727935e-06
188,0.0,0.63,0.0,0.18,0.68,0.029630172028013147,0.0626930519938469,264.87008646525567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13741497115367024,0.633890698021284,0.03675684005380235,0.17999999999999997,0.6799999999999999,0.008416494896547501,0.09994900236413448,2.826457082024242e-21,1.8911964271251392e-16,1.2654088925381449e-11,8.466913549264341e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002463439275166674,0.009945115034586989,0.005724248280081135,0.000389847322664561,5.935754001638625e-05,0.0003146228029451307,2.446917774817344e-05,1.5708979342337155e-05,0.00039237465088012456,0.002194519947676171,0.002332951954348215,0.0002291608258047328,3.508935726957449e-05,0.00015114852298266193,1.6573397587178077e-06,4.035125091076696e-06
189,0.0,0.63,0.0,0.18,0.68,0.019742712520165323,0.048850830644369125,264.2489646670306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10101944534937275,0.6321971476798788,0.02075725368612285,0.17999999999999997,0.6799999999999999,0.005396491466987058,0.0640853401590222,1.8122688497328996e-21,1.2125980597414393e-16,8.113553652403265e-12,5.428818918320156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022558063538290016,0.00763680576646571,0.004166454245330586,0.000538619827786489,6.041651158142662e-05,0.0002475934949485219,2.207017964849118e-05,1.1365680381357598e-05,0.00020763292133767252,0.0023083092681212784,0.0015577940347505492,0.00014877250512192804,1.05897156504037e-06,6.702930799660882e-05,2.3989980996822624e-06,4.343298960979557e-06
190,1.0,0.63,0.7,0.28,0.68,0.03774857216472593,0.10964731872081757,263.89884966543383,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26479851064254517,0.6312407691115548,0.31641931191423445,0.22352818779922407,0.6799999999999999,0.23669287201549122,0.04109026329582763,1.1619912450112476e-21,7.774940949544253e-17,5.202251482395202e-12,3.4808522227644034e-07,0.6708070121920944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014515048184624759,0.004162008695823265,0.003089547790950549,0.008257941910000493,0.0010374384250878715,0.0004641686556028567,2.199259485872532e-05,2.136909229524791e-05,0.002110655871982754,0.003474797070642445,0.0010769064543800365,0.007719322082214004,0.0009770219135064448,0.00021657516065433483,7.758478976585976e-08,1.0003411913890311e-05
191,1.0,0.63,0.7,0.28,0.68,0.08145332050925091,0.22254905104637146,263.70133836775005,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310005472664258,0.6307006848025225,0.4833850341857624,0.24810934426760295,0.6799999999999999,0.38499557513802374,0.026346270980707867,7.450459978285183e-22,4.9851396580487446e-17,3.3355816261924628e-12,2.2318541802593512e-07,0.8916319767781041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001309967876829589,0.010453619345221243,0.006728978164885424,0.016951246231153797,0.0032082486847929206,0.0010115955250498525,4.46554563045154e-05,4.661106287322906e-05,1.4153694163288684e-05,0.006291610649397978,0.0036394303739348747,0.008693304321153304,0.002170810259705049,0.0005474268694469957,2.266286144579008e-05,2.5241970577981152e-05
192,1.0,0.63,0.7,0.28,0.68,0.13322292682457124,0.3293147385120392,263.5898654764245,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5425232534084963,0.6303956894057999,0.5776736033066088,0.2619907687852048,0.6799999999999999,0.48008435993134135,0.01689271226109111,4.777088822858724e-22,3.196373782325265e-17,2.138709522721903e-12,1.4310211302177086e-07,0.9643260066527476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016930164161690296,0.018588069026137067,0.011324463418563788,0.027808541229360002,0.006392779646609449,0.0010928610171070249,6.21146185897304e-05,6.57536144535962e-05,3.8304853933944055e-05,0.008134449680915824,0.004595485253678364,0.010857294998206205,0.003184530961816528,8.126549205717242e-05,1.7459162285215007e-05,1.9142551580367143e-05
193,1.0,0.63,0.7,0.28,0.68,0.1412848965782468,0.38267838954925537,263.5269355350576,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6097356789950136,0.6302234529781418,0.6309200669873319,0.2698298607695773,0.6799999999999999,0.5410534239004531,0.010831275809201856,3.0629756670049515e-22,2.0494521833186367e-17,1.3712986025176726e-12,9.17542684124463e-08,0.9882563715429786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044379166389909696,0.02320519816146927,0.011732027419339718,0.029530629827591845,0.004443934494523769,0.001232718902442203,8.633467871421126e-05,7.596655970513078e-05,0.000274490022282194,0.004617129135332201,0.00040756400077593055,0.0017220885982318426,0.0019488451520856794,0.00013985788533517817,2.4220060124480856e-05,1.0212945251534574e-05
194,1.0,0.63,0.7,0.18,0.68,0.14534643615934456,0.3980311453342438,263.491404494775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6487063241783418,0.6301261879461733,0.6609893099606643,0.23072855027401418,0.6799999999999999,0.7057324560678948,0.006944801630536017,1.9639199279217341e-22,1.314068546968862e-17,8.792497706157353e-13,5.8831037460798636e-08,0.3253270676684328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006196026471399884,0.02368707551251434,0.010893338912850069,0.029407651455400103,0.0037241702502288495,0.0012472592399234638,6.811149644470576e-05,7.457085091952428e-05,0.00017581098324089147,0.0004818773510450701,0.0008386885064896495,0.00012297837219174199,0.0007197642442949197,1.4540337481260771e-05,1.8223182269505497e-05,1.3957087856064968e-06
195,1.0,0.63,0.7,0.18,0.68,0.1465554320355018,0.4111914336681366,263.4713415890257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709568965949199,0.630071260619983,0.6779699563827595,0.2086473316429175,0.6799999999999999,0.811321421879284,0.004452870607036066,1.259226942230186e-22,8.42554981369081e-18,5.637577094503457e-13,3.772130745085208e-08,0.10709538942055608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011266213881950295,0.02428325463077801,0.01059232744002277,0.03151978519338564,0.005950898112784838,0.0009823347203655746,7.096007436921354e-05,6.70525383773703e-05,0.000507018741055041,0.0005961791182636719,0.0003010114728272985,0.0021121337379855394,0.002226727862555989,0.00026492451955788926,2.8485779245077803e-06,7.518312542153987e-06
196,1.0,0.63,0.7,0.18,0.68,0.12288796133612766,0.3581518232822418,263.4600123775069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683580467500864,0.6300402421634899,0.6875592351407229,0.19617766732592182,0.6799999999999999,0.8790229959921478,0.0028550933054477126,8.073916199406146e-23,5.4022973022782054e-18,3.614703871257542e-13,2.4186162563423077e-08,0.035255051223804026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014517448833857387,0.026171503276294295,0.010663371703333419,0.023502219488075876,0.003224370956841423,0.0007335930028560374,6.04625879223529e-05,6.189109021615099e-05,0.00032512349519070926,0.0018882486455162849,7.10442633106486e-05,0.008017565705309766,0.002726527155943415,0.00024874171750953716,1.0497486446860641e-05,5.1614481612193035e-06
197,1.0,0.63,0.7,0.18,0.68,0.09951471468501347,0.3044617474079132,263.45361478168604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907231910869319,0.6300227254789915,0.6929744746323289,0.18913582191076087,0.6799999999999999,0.9224319175791532,0.0018306298345907275,5.176836724886136e-23,3.4638470826888355e-18,2.3176772322321714e-13,1.5507693107045635e-08,0.011605715647684808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004431981801242184,0.021341231645436283,0.0077101412849813955,0.019896622583035335,0.0026453999374353564,0.000456474167764881,6.829431409109814e-05,6.257259621193138e-05,0.0029802369178564456,0.004830271630858012,0.0029532304183520234,0.0036055969050405416,0.0005789710194060668,0.0002771188350911564,7.831726168745232e-06,6.815059957803935e-07
198,1.0,0.63,0.7,0.18,0.68,0.08125645743674637,0.24617207050323486,263.4500020120258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947601631028816,0.6300128334898178,0.6960325585082509,0.18515916419244222,0.6799999999999999,0.9502648667836348,0.0011737639484143462,3.3192861821009464e-23,2.2209508179403925e-18,1.4860491880178856e-13,9.94322869002805e-09,0.0038205202097103246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008043286752762502,0.018753961617545004,0.006619064351055741,0.014674084462127101,0.0032131984565513883,0.00045198815549602264,6.707432644154666e-05,6.53558773474657e-05,0.0036113049515203175,0.0025872700278912787,0.0010910769339256545,0.005222538120908234,0.0005677985191160318,4.486012268858344e-06,1.219987649551474e-06,2.783281135534317e-06
199,1.0,0.63,0.7,0.18,0.68,0.06996961516852408,0.2174130231142044,263.44796183741636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697040716366434,0.6300072473042687,0.6977595138916037,0.18291347351388565,0.6799999999999999,0.9681108079657154,0.0007525944243693877,2.128261203549666e-23,1.4240301081308463e-18,9.528255955993266e-14,6.375403233720054e-09,0.001257688462815028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009322188946569282,0.017844670130781514,0.005863739263318292,0.011278803501025642,0.003605053421048807,0.0004846077166240105,5.979881161261275e-05,6.230936159173216e-05,0.0012789021938067798,0.0009092914867634902,0.0007553250877374486,0.0033952809611014594,0.00039185496449741864,3.261956112798783e-05,7.275514828933913e-06,3.0465157557335424e-06
200,1.0,0.63,0.7,0.18,0.68,0.06098792530350512,0.2017403542995453,263.44680972082267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6983287783246402,0.6300040926840562,0.698734756892482,0.18164529129128085,0.6799999999999999,0.9795532754647399,0.0004825487853473821,1.3645993451723774e-23,9.130601778672864e-19,6.109330854923791e-14,4.087783521794213e-09,0.0004140222228056111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01000915558962941,0.017284644349637952,0.005076816356377973,0.009572130386233313,0.0030894828023758504,0.00039059803913649263,7.017248710846236e-05,6.017051083770274e-05,0.0006869666430601284,0.0005600257811435617,0.0007869229069403195,0.001706673114792329,0.0005155706186729565,9.400967748751784e-05,1.0373675495849615e-05,2.138850754029418e-06
201,1.0,0.63,0.7,0.18,0.68,0.0569879030666194,0.16529592871665955,263.44615910192965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6990562163161343,0.6300023112128542,0.6992854942884391,0.18092912580816783,0.6799999999999999,0.9868899612203617,0.00030940081762543723,8.749543381888866e-24,5.854362795048701e-19,3.9171831306071434e-14,2.6210066263215815e-09,0.0001362932125442495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010959127294443562,0.017620108509266857,0.0039617729010073734,0.006783134360763377,0.0020273303075247035,0.0003165738885831276,6.249015286853507e-05,6.332510343641039e-05,0.0009499717048141523,0.00033546415962890444,0.0011150434553705993,0.0027889960254699354,0.0010621524948511468,7.402415055336503e-05,7.682334239927292e-06,3.154592598707651e-06
202,1.0,0.63,0.7,0.18,0.68,0.07940936237011502,0.3267146348953247,263.4457916863601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6994670247712366,0.6300013051837826,0.6995965056764035,0.18052469418149747,0.6799999999999999,0.9915941002429397,0.0001983817364256234,5.610035624184242e-24,3.7537026109392013e-19,2.5116210012339538e-14,1.6805380467423564e-09,4.4866769855379424e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008618601477180372,0.012904282237922237,0.004118377673085364,0.010859891844938017,0.001237758780741934,0.0006852907575091586,6.45406900775911e-05,6.748779866720858e-05,0.0023405258172631907,0.00471582627134462,0.00015660477207799037,0.00407675748417464,0.0007895715267827695,0.00036871686892603095,2.0505372090560303e-06,4.162695230798189e-06
203,1.0,0.63,0.7,0.18,0.68,0.1629158312525328,0.4218674600124359,263.4455842003561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6996990183959352,0.6300007370609346,0.6997721394433378,0.18029630431280363,0.6799999999999999,0.9946103019286648,0.0001271984788187901,3.597044820620335e-24,2.406800498132532e-19,1.6104021291600178e-14,1.0775280375815812e-09,1.4769826021982026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005114421157295529,0.020670946106770834,0.012037791812402046,0.036423789183262514,0.0026113078299540866,0.001869439800241631,5.72809052907039e-05,6.915087610502445e-05,0.008107159361450818,0.007766663868848597,0.007919414139316683,0.025563897338324496,0.0013735490492121525,0.0011841490427324725,7.259784786887202e-06,1.6630774378158719e-06
204,1.0,0.63,0.7,0.18,0.68,0.16366247280915522,0.4170754849910736,263.4454670293218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6998300300339724,0.6300004162316668,0.6998713230143621,0.18016732841506927,0.6799999999999999,0.9965442312971011,8.155717005673118e-05,2.3063545952853026e-24,1.5431932782660253e-19,1.0325582627032462e-14,6.90889845680725e-10,4.862123157579216e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023259816691013587,0.02155909293174285,0.012334930629071978,0.0367147552533989,0.00288401947299744,0.0023244504445088456,6.570476749092575e-05,6.656074641186905e-05,0.000278843948819417,0.0008881468249720172,0.00029713881666993194,0.0002909660701363864,0.0002727116430433535,0.0004550106442672145,8.423862200221846e-06,2.5901296931553992e-06
205,1.0,0.63,0.7,0.18,0.68,0.16532895057529948,0.3747827708721161,263.44540086073835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999040148320997,0.6300002350535652,0.6999273337743249,0.18009449338831646,0.6799999999999999,0.9977842288807512,5.229285797622276e-05,1.4787893352622411e-24,9.894652655811052e-20,6.620561079566265e-15,4.4298501961587866e-10,1.6005768493335105e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015917019752107508,0.022906977837827577,0.013630831497939307,0.035383146844870074,0.0049491930464690735,0.002500129518206559,6.403516114296021e-05,6.797080637921004e-05,7.342796938906079e-05,0.0013478849060847252,0.0012959008688673296,0.0013316084085288268,0.0020651735734716335,0.0001756790736977135,1.6696063479655306e-06,1.4100599673409905e-06
206,1.0,0.63,0.7,0.18,0.68,0.19233694855714734,0.43225935101509094,263.4453634941475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999457954247665,0.6300001327390079,0.6999589640655034,0.18005336212879222,0.6799999999999999,0.9985792910130882,3.352915498930696e-05,9.481707203895181e-25,6.344257233232412e-20,4.2449739246205375e-15,2.840333069459601e-10,5.268986752482623e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002576473884090604,0.02678281862844788,0.016990802758620974,0.04164181478471861,0.009049360956576921,0.001753857103536847,5.996150046612995e-05,7.00032668681715e-05,9.847719088798532e-05,0.003875840790620304,0.003359971260681667,0.006258667939848535,0.004100167910107848,0.0007462724146697121,4.073660676830267e-06,2.032460488961453e-06
207,1.0,0.63,0.7,0.18,0.68,0.18071243103036067,0.43169453740119934,263.4453423925588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999693896913196,0.6300000749601232,0.6999768262641363,0.18003013456115788,0.6799999999999999,0.9990890692599259,2.149823661977199e-05,6.079484707972612e-25,4.0678133171035074e-20,2.7217940298632254e-15,1.8211658607465524e-10,1.7345134917700286e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046319176095096034,0.027536174621683205,0.015182854907563964,0.03680088076761904,0.007774384505773078,0.001475917095202379,6.512216270296437e-05,5.629342793452739e-05,0.00020554437254189994,0.0007533559932353245,0.0018079478510570103,0.00484093401709957,0.0012749764508038436,0.00027794000833446806,5.160662236834426e-06,1.3709838933644105e-05
208,1.0,0.63,0.7,0.18,0.68,0.157302745977396,0.4401773512363434,263.44533047611003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999827138033088,0.63000004233134,0.6999869133714031,0.1800170175327846,0.6799999999999999,0.9994159290742465,1.378424770642448e-05,3.8980463665118484e-25,2.608202122720969e-20,1.7451609532940344e-15,1.1676958339888471e-10,5.709896787488989e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783782996162674,0.026566973122460744,0.01278169709850031,0.03459349317683299,0.0035492832083632415,0.0021888196248350277,5.591139640410817e-05,6.785520879119909e-05,0.0004151865386653071,0.0009692014992224614,0.002401157809063654,0.00220738759078605,0.0042251012974098365,0.0007129025296326488,9.210766298856206e-06,1.1561780856671695e-05
209,0.0,0.63,0.0,0.18,0.68,0.1445643861355069,0.41577836871147156,263.44532374667574,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145863286139498,0.6300000239052749,0.39529529514910683,0.1800096101091553,0.6799999999999999,0.7125698159209184,8.838189298619959e-06,2.49935088339804e-25,1.6723280501500632e-20,1.1189629779058589e-15,7.487036684050088e-11,1.8796579835482622e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009415639485428463,0.022535866207764543,0.010147290381485978,0.029023215469766623,0.005777732089165729,0.0009228621047910553,5.019540067193026e-05,5.843546916815948e-05,6.318564892657892e-05,0.0040311069146962,0.002634406717014332,0.005570277707066366,0.002228448880802488,0.0012659575200439726,5.715995732177906e-06,9.419739623039605e-06
210,0.0,0.63,0.0,0.18,0.68,0.09150917566808918,0.2941589951515198,263.4453199464423,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3782937555094982,0.6300000134997419,0.22323041671510652,0.18000542700279448,0.6799999999999999,0.5286497136696447,5.6668736475066135e-06,1.6025347702399055e-25,1.0722639487775262e-20,7.1745711681241735e-16,4.800541089268555e-11,6.187702276612355e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036364432043453984,0.017457518554190272,0.007760863680078427,0.01887493892951967,0.0019210838331331203,0.0005503692368662956,4.506239431384415e-05,4.2806580905967483e-05,0.0005779196281083066,0.0050783476535742715,0.0023864267014075506,0.010148276540246953,0.003856648256032609,0.0003724928679247597,5.133006358086109e-06,1.5628888262191997e-05
211,0.0,0.63,0.0,0.18,0.68,0.046930312589252406,0.16857606172561646,263.4453178003816,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2780994315238412,0.6300000076235489,0.12606226170236445,0.18000306472682623,0.6799999999999999,0.4107237510680962,3.633488246491764e-06,1.0275138664549307e-25,6.875146151766112e-21,4.60019432839621e-16,3.0780128002911694e-11,2.0369482001038008e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014786367825756373,0.01065280964212514,0.004082543771471203,0.009330350206282862,0.001804319909307502,0.00032108250425022235,2.554020521481835e-05,3.0450666747723884e-05,0.0011149924621410975,0.006804708912065131,0.0036783199086072244,0.009544588723236809,0.0001167639238256182,0.0002292867326160732,1.9522189099025803e-05,1.23559141582436e-05
212,0.0,0.63,0.0,0.18,0.68,0.03410625419175513,0.12532000243663788,263.4453165884623,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044424278421424,0.6300000043051562,0.07118964368460992,0.18000173070677777,0.6799999999999999,0.335111936561259,2.329721405241264e-06,6.58821740010737e-26,4.408208880102104e-21,2.9495543863343564e-16,1.9735614428830643e-11,6.705490640021058e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030205351206059098,0.006923865904629898,0.0024529148515840308,0.005925418501849279,0.0010212474762584735,0.00021161269831016609,2.509871036203008e-05,2.211688678229081e-05,0.0015418983380302725,0.003728943737495242,0.0016296289198871722,0.0034049317044335826,0.0007830724330490286,0.00010946980594005626,4.414948527882712e-07,8.333779965433073e-06
213,1.0,0.63,0.7,0.28,0.68,0.01613972442387274,0.05443304404616356,263.4453159040695,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.311238738372401,0.6300000024311998,0.344899396482543,0.22352916516070537,0.6799999999999999,0.21486720165186235,0.23323424129220505,4.2242357916618295e-26,2.826457082024242e-21,1.8911964271251392e-16,1.2654088925381449e-11,2.2074004985064775e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6708070121920944,0.0,0.0,0.0,0.0,0.001047679739148757,0.0045723934689104115,0.0031003540158421315,0.001467348719306448,0.0004231031591431326,0.0002490946788401444,0.00020912914078220342,0.00030713062694795923,0.0019728553814571527,0.002351472435719487,0.0006474391642581007,0.004458069782542831,0.0005981443171153408,3.748198052997833e-05,0.00018403043042017334,0.0002850137401656684
214,1.0,0.63,0.7,0.28,0.68,0.033803219430862376,0.08914598822593689,263.4453155175804,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45435885553486044,0.6300000013729425,0.4994682540577997,0.24810989620134322,0.6799999999999999,0.1377686358159985,0.3827779689474313,2.708497145717449e-26,1.8122688497328996e-21,1.2125980597414393e-16,8.113553652403265e-12,7.266607653920076e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8916319767781041,0.0,0.0,0.0,0.0,0.0027191221231063164,0.009940229358501189,0.006450402533124682,0.0008415122320786738,0.0003368690291764849,0.00042892056535334704,0.00035531599350552425,0.0005965519833599605,0.0016714423839575593,0.005367835889590777,0.00335004851728255,0.0006258364872277742,8.623412996664772e-05,0.00017982588651320263,0.00014618685272332083,0.00028942135641200125
